FARM,YEAR,COWS,LAND,MILK,LABOR,FEED,YIT,X1,X2,X3,X4,X11,X22,X33,X44,X12,X13,X14,X23,X24,X34,YEAR93,YEAR94,YEAR95,YEAR96,YEAR97,YEAR98 
111,98,24.3,12,164570,2,72904.51,12.0110913,0.2117764,0.0241958,0.2360743,0.5115067,0.0224246,0.0002927,0.0278655,0.1308196,0.0051241,0.049995,0.108325,0.005712,0.0123763,0.1207536,0,0,0,0,0,1
112,93,13,11,48498,1,12803.472,10.7892778,-0.4137506,-0.0628156,-0.4570725,-1.2279274,0.0855948,0.0019729,0.1044577,0.7539029,0.02599,0.1891141,0.5080558,0.0287113,0.077133,0.5612519,1,0,0,0,0,0
112,94,13,11,49517,1,14260.896,10.8100713,-0.4137506,-0.0628156,-0.4570725,-1.1201226,0.0855948,0.0019729,0.1044577,0.6273373,0.02599,0.1891141,0.4634514,0.0287113,0.0703612,0.5119773,0,1,0,0,0,0
112,95,15.6,11,57921,1,13148.067,10.9668353,-0.2314291,-0.0628156,-0.4570725,-1.2013691,0.0267797,0.0019729,0.1044577,0.7216438,0.0145374,0.1057799,0.2780317,0.0287113,0.0754647,0.5491128,0,0,1,0,0,0
112,98,14.3,9,58430,1,18814.46,10.9755847,-0.3184405,-0.2634863,-0.4570725,-0.8430181,0.0507022,0.0347125,0.1044577,0.3553397,0.0839047,0.1455504,0.2684511,0.1204323,0.2221237,0.3853204,0,0,0,0,0,1
112,96,16.3,11.5,59569,1,14415.698,10.9948906,-0.1875349,-0.0183638,-0.4570725,-1.1093261,0.0175847,0.0001686,0.1044577,0.6153021,0.0034439,0.085717,0.2080373,0.0083936,0.0203715,0.5070425,0,0,0,1,0,0
112,97,16,11,61033,1,17150.273,11.01917,-0.2061113,-0.0628156,-0.4570725,-0.9356297,0.0212409,0.0019729,0.1044577,0.4377015,0.012947,0.0942078,0.1928438,0.0287113,0.0587721,0.4276506,0,0,0,0,1,0
113,93,11,8,51906,1,16921.356,10.8571897,-0.5808047,-0.3812693,-0.4570725,-0.9490673,0.1686671,0.0726832,0.1044577,0.4503644,0.221443,0.2654699,0.5512228,0.1742677,0.3618503,0.4337926,1,0,0,0,0,0
113,94,15.3,8,95223,1,39231.876,11.4639768,-0.2508472,-0.3812693,-0.4570725,-0.1081542,0.0314622,0.0726832,0.1044577,0.0058487,0.0956403,0.1146554,0.0271302,0.1742677,0.0412359,0.0494343,0,1,0,0,0,0
113,95,17.3,8,120289,1,49679.357,11.6976525,-0.1279935,-0.3812693,-0.4570725,0.1279457,0.0081912,0.0726832,0.1044577,0.008185,0.0488,0.0585023,-0.0163762,0.1742677,-0.0487818,-0.0584805,0,0,1,0,0,0
113,96,20,9,146555,1,79725.92,11.8951561,0.0170323,-0.2634863,-0.4570725,0.6009509,0.000145,0.0347125,0.1044577,0.180571,-0.0044878,-0.007785,0.0102356,0.1204323,-0.1583423,-0.2746782,0,0,0,1,0,0
113,97,21.9,10,158947,1,74228.249,11.9763261,0.1077866,-0.1581258,-0.4570725,0.529501,0.005809,0.0125019,0.1044577,0.1401856,-0.0170438,-0.0492663,0.0570731,0.072275,-0.0837278,-0.2420204,0,0,0,0,1,0
113,98,26,19.6,208076,1.5,101541.088,12.2456587,0.2793965,0.5148187,-0.0516074,0.8428197,0.0390312,0.1325191,0.0013317,0.3551725,0.1438386,-0.0144189,0.2354809,-0.0265685,0.4338994,-0.0434958,0,0,0,0,0,1
114,93,18,8,91065,2,27865.89,11.4193288,-0.0883282,-0.3812693,0.2360752,-0.4502404,0.0039009,0.0726832,0.0278657,0.1013582,0.0336768,-0.0208521,0.0397689,-0.0900082,0.1716629,-0.1062906,1,0,0,0,0,0
114,95,18.5,8,108285,2,39524.025,11.5925219,-0.0609293,-0.3812693,0.2360746,-0.1007351,0.0018562,0.0726832,0.0278656,0.0050738,0.0232305,-0.0143839,0.0061377,-0.090008,0.0384072,-0.023781,0,0,1,0,0,0
114,94,19.8,8,116378,2,40150.41,11.6645988,0.0069819,-0.3812693,0.2360746,-0.0850112,0.0000244,0.0726832,0.0278656,0.0036134,-0.002662,0.0016483,-0.0005935,-0.090008,0.0324121,-0.020069,0,1,0,0,0,0
114,97,21.8,9,124722,2,45897.696,11.7338425,0.10321,-0.2634863,0.2360746,0.0487711,0.0053261,0.0347125,0.0278656,0.0011893,-0.0271944,0.0243653,0.0050337,-0.0622024,-0.0128505,0.0115136,0,0,0,0,1,0
114,96,20.4,8,124813,2,40314.599,11.7345719,0.0368349,-0.3812693,0.2360746,-0.0809301,0.0006784,0.0726832,0.0278656,0.0032748,-0.014044,0.0086958,-0.0029811,-0.090008,0.0308562,-0.0191056,0,0,0,1,0,0
114,98,21.5,10,134165,1,52861.01,11.8068257,0.0893529,-0.1581258,-0.4570725,0.1900222,0.003992,0.0125019,0.1044577,0.0180542,-0.014129,-0.0408408,0.016979,0.072275,-0.0300474,-0.0868539,0,0,0,0,0,1
115,94,7.3,6.5,37992,1,11739.528,10.5451309,-0.9908257,-0.5889087,-0.4570725,-1.3146822,0.4908677,0.1734067,0.1044577,0.8641946,0.5835058,0.4528792,1.3026208,0.269174,0.7742278,0.6009051,0,1,0,0,0,0
115,95,7,6.5,40284,1,12850.596,10.6037096,-1.0327898,-0.5889087,-0.4570725,-1.2242536,0.5333274,0.1734067,0.1044577,0.7493985,0.6082189,0.4720599,1.2643967,0.269174,0.7209736,0.5595727,0,0,1,0,0,0
115,96,8.4,6.5,43211,1,15815.226,10.6738504,-0.8504683,-0.5889087,-0.4570725,-1.0166707,0.3616482,0.1734067,0.1044577,0.5168096,0.5008482,0.3887257,0.8646462,0.269174,0.5987262,0.4646922,0,0,0,1,0,0
115,93,8,6.5,44589,1,15516.972,10.7052425,-0.8992585,-0.5889087,-0.4570725,-1.0357094,0.4043329,0.1734067,0.1044577,0.536347,0.5295811,0.4110263,0.9313704,0.269174,0.6099383,0.4733943,1,0,0,0,0,0
115,98,9,7.5,44833,1,16722.709,10.7106998,-0.7814754,-0.4458078,-0.4570725,-0.9608762,0.3053519,0.0993723,0.1044577,0.4616415,0.3483879,0.357191,0.7509011,0.2037665,0.4283661,0.4391901,0,0,0,0,0,1
115,97,10,6.5,51275,1,19484.5,10.8449586,-0.6761149,-0.5889087,-0.4570725,-0.8080245,0.2285657,0.1734067,0.1044577,0.3264518,0.3981699,0.3090336,0.5463174,0.269174,0.4758527,0.3693258,0,0,0,0,1,0
116,93,15,14,71528,2,20957.704,11.1778443,-0.2706498,0.1783465,0.2360746,-0.7351375,0.0366257,0.0159037,0.0278656,0.2702136,-0.0482694,-0.0638936,0.1989648,0.0421031,-0.1311092,-0.1735473,1,0,0,0,0,0
116,94,16.5,14,87782,2,22647.756,11.3826117,-0.1753396,0.1783465,0.2360739,-0.657583,0.015372,0.0159037,0.0278654,0.2162077,-0.0312712,-0.0413931,0.1153004,0.0421029,-0.1172776,-0.1552382,0,1,0,0,0,0
116,95,25.1,8,122311,2,59687.768,11.7143223,0.2441678,-0.3812693,0.2360746,0.3114833,0.029809,0.0726832,0.0278656,0.0485109,-0.0930937,0.0576418,0.0760542,-0.090008,-0.118759,0.0735333,0,0,1,0,0,0
116,96,24.1,8,142049,2,71450.647,11.8639273,0.2035118,-0.3812693,0.2360746,0.4913632,0.0207085,0.0726832,0.0278656,0.1207189,-0.0775928,0.048044,0.0999982,-0.090008,-0.1873417,0.1159984,0,0,0,1,0,0
116,97,25.3,9,143868,2,48483.516,11.8766515,0.2521044,-0.2634863,0.2360749,0.1035801,0.0317783,0.0347125,0.0278657,0.0053644,-0.0664261,0.0595155,0.026113,-0.0622025,-0.0272919,0.0244527,0,0,0,0,1,0
116,98,25.8,18,149602,2,57746.372,11.9157337,0.2716745,0.4296609,0.2360749,0.2784167,0.0369035,0.0923042,0.0278657,0.0387579,0.1167279,0.0641355,0.0756387,0.1014322,0.1196248,0.0657272,0,0,0,0,0,1
117,93,15,10,69874,2,23896.908,11.1544489,-0.2706498,-0.1581258,0.2360735,-0.6038947,0.0366257,0.0125019,0.0278654,0.1823444,0.0427967,-0.0638933,0.163444,-0.0373293,0.0954913,-0.1425636,1,0,0,0,0,0
117,94,14.8,10,72361,2,27786.624,11.1894228,-0.2840728,-0.1581258,0.236074,-0.453089,0.0403487,0.0125019,0.0278655,0.1026448,0.0449192,-0.0670622,0.1287103,-0.0373294,0.0716451,-0.1069626,0,1,0,0,0,0
117,96,16.5,12,76309,2,26937.077,11.2425462,-0.1753396,0.0241958,0.2360728,-0.4841401,0.015372,0.0002927,0.0278652,0.1171958,-0.0042425,-0.0413929,0.0848889,0.005712,-0.0117141,-0.1142923,0,0,0,1,0,0
117,97,18.1,10,77805,2,27387.36,11.261961,-0.0827881,-0.1581258,0.2360746,-0.4675622,0.0034269,0.0125019,0.0278656,0.1093072,0.0130909,-0.0195442,0.0387086,-0.0373295,0.0739336,-0.1103796,0,0,0,0,1,0
117,95,15.8,10,79183,2,32148.298,11.2795169,-0.2186901,-0.1581258,0.2360755,-0.3072843,0.0239127,0.0125019,0.0278658,0.0472118,0.0345805,-0.0516274,0.0672,-0.0373296,0.0485896,-0.0725423,0,0,1,0,0,0
117,98,17.5,12,94818,1,41151.012,11.4597145,-0.1164991,0.0241958,-0.4570725,-0.0603953,0.006786,0.0002927,0.1044577,0.0018238,-0.0028188,0.0532485,0.007036,-0.0110592,-0.0014613,0.027605,0,0,0,0,0,1
118,93,11,5,45565,1,23238.15,10.7268952,-0.5808047,-0.851273,-0.4570725,-0.6318485,0.1686671,0.3623328,0.1044577,0.1996162,0.4944234,0.2654699,0.3669806,0.3890935,0.5378755,0.2888006,1,0,0,0,0,0
118,95,11.9,5,48511,1,22751.659,10.7895459,-0.5021616,-0.851273,-0.4570725,-0.6530057,0.1260831,0.3623328,0.1044577,0.2132082,0.4274766,0.2295243,0.3279144,0.3890935,0.5558861,0.298471,0,0,1,0,0,0
118,97,10.9,5.5,50451,1,20180.4,10.8287578,-0.5899372,-0.7559628,-0.4570725,-0.772932,0.174013,0.2857399,0.1044577,0.2987119,0.4459706,0.2696441,0.4559813,0.3455298,0.5843078,0.353286,0,0,0,0,1,0
118,96,11.8,6,53550,1,33843.6,10.8883711,-0.5106005,-0.6689514,-0.4570725,-0.2558939,0.1303564,0.223748,0.1044577,0.0327408,0.3415669,0.2333815,0.1306595,0.3057593,0.1711806,0.1169621,0,0,0,1,0,0
118,94,11.2,5,55249,1,21712.857,10.9196055,-0.5627862,-0.851273,-0.4570725,-0.6997392,0.1583642,0.3623328,0.1044577,0.2448175,0.4790847,0.2572341,0.3938036,0.3890935,0.5956691,0.3198316,0,1,0,0,0,0
118,98,11.3,7,59404,1,30355.444,10.9921168,-0.5538973,-0.5148007,-0.4570725,-0.3646679,0.1534011,0.1325099,0.1044577,0.0664913,0.2851467,0.2531712,0.2019886,0.2353013,0.1877313,0.1666797,0,0,0,0,0,1
119,98,7,9,30828,2,9926.616,10.3361786,-1.0327898,-0.2634863,0.2360746,-1.4824242,0.5333274,0.0347125,0.0278656,1.0987907,0.272126,-0.2438155,1.5310326,-0.0622024,0.3905984,-0.3499628,0,0,0,0,0,1
119,97,9.4,8,38668,2,15583.204,10.5627677,-0.7379903,-0.3812693,0.2360746,-1.0314501,0.2723148,0.0726832,0.0278656,0.5319447,0.2813731,-0.1742208,0.7612002,-0.090008,0.3932603,-0.2434992,0,0,0,0,1,0
119,94,8,9,40580,2,16637.8,10.6110306,-0.8992585,-0.2634863,0.2360746,-0.9659666,0.4043329,0.0347125,0.0278656,0.4665457,0.2369423,-0.2122921,0.8686536,-0.0622024,0.254519,-0.2280402,0,1,0,0,0,0
119,95,9.4,9,41002,2,12341.602,10.6213761,-0.7379903,-0.2634863,0.2360746,-1.264668,0.2723148,0.0347125,0.0278656,0.7996925,0.1944503,-0.1742208,0.9333127,-0.0622024,0.3332227,-0.298556,0,0,1,0,0,0
119,93,10,9,41561,2,12343.617,10.6349175,-0.6761149,-0.2634863,0.2360756,-1.2645047,0.2285657,0.0347125,0.0278658,0.7994861,0.178147,-0.1596142,0.8549505,-0.0622027,0.3331797,-0.2985187,1,0,0,0,0,0
119,96,10.1,9,42364,2,13132.84,10.6540542,-0.6661646,-0.2634863,0.2360756,-1.2025278,0.2218876,0.0347125,0.0278658,0.7230366,0.1755252,-0.1572652,0.8010814,-0.0622027,0.3168496,-0.2838875,0,0,0,1,0,0
120,93,11,6.5,38557,1,11412.872,10.5598929,-0.5808047,-0.5889087,-0.4570725,-1.342902,0.1686671,0.1734067,0.1044577,0.9016928,0.342041,0.2654699,0.7799638,0.269174,0.7908466,0.6138036,1,0,0,0,0,0
120,98,11,9,45551,1,22821.051,10.7265879,-0.5808047,-0.2634863,-0.4570725,-0.6499604,0.1686671,0.0347125,0.1044577,0.2112243,0.1530341,0.2654699,0.3775001,0.1204323,0.1712557,0.2970791,0,0,0,0,0,1
120,94,11,6.2,46748,1,16455.296,10.7525268,-0.5808047,-0.6361616,-0.4570725,-0.9769964,0.1686671,0.2023508,0.1044577,0.477261,0.3694857,0.2654699,0.5674441,0.290772,0.6215276,0.4465582,0,1,0,0,0,0
120,96,12.1,6.5,47248,1,15733.584,10.7631656,-0.4854945,-0.5889087,-0.4570725,-1.0218463,0.1178525,0.1734067,0.1044577,0.5220849,0.285912,0.2219062,0.4961008,0.269174,0.6017741,0.4670579,0,0,0,1,0,0
120,97,11.9,6.5,47338,1,17799.088,10.7650686,-0.5021616,-0.5889087,-0.4570725,-0.8984966,0.1260831,0.1734067,0.1044577,0.4036481,0.2957273,0.2295243,0.4511905,0.269174,0.5291324,0.4106781,0,0,0,0,1,0
120,95,11.1,6.5,47529,1,14496.345,10.7690953,-0.5717549,-0.5889087,-0.4570725,-1.1037473,0.1634518,0.1734067,0.1044577,0.609129,0.3367114,0.2613335,0.6310729,0.269174,0.6500064,0.5044926,0,0,1,0,0,0
121,94,19,11.5,94254,2,21395.658,11.4537485,-0.034261,-0.0183638,0.2360746,-0.7144558,0.0005869,0.0001686,0.0278656,0.2552235,0.0006292,-0.0080882,0.024478,-0.0043352,0.0131201,-0.1686649,0,1,0,0,0,0
121,93,19,11.5,94374,2,21422.898,11.4550209,-0.034261,-0.0183638,0.2360754,-0.7131835,0.0005869,0.0001686,0.0278658,0.2543153,0.0006292,-0.0080882,0.0244344,-0.0043352,0.0130968,-0.168365,1,0,0,0,0,0
121,97,20.9,12,114044,2,31019.968,11.6443396,0.0610492,0.0241958,0.2360754,-0.3430127,0.0018635,0.0002927,0.0278658,0.0588288,0.0014771,0.0144122,-0.0209406,0.005712,-0.0082995,-0.0809768,0,0,0,0,1,0
121,95,18.2,11.5,115372,2,21343.82,11.655917,-0.0772784,-0.0183638,0.236075,-0.7168816,0.002986,0.0001686,0.0278657,0.2569596,0.0014191,-0.0182435,0.0553995,-0.0043352,0.0131647,-0.1692378,0,0,1,0,0,0
121,96,20.8,11.5,116142,2,22647.69,11.6625689,0.056253,-0.0183638,0.2360751,-0.6575859,0.0015822,0.0001686,0.0278657,0.2162096,-0.001033,0.0132799,-0.0369912,-0.0043352,0.0120758,-0.1552397,0,0,0,1,0,0
121,98,37.3,25,202135,3,57810.61,12.2166911,0.6402933,0.758165,0.6415397,0.2795285,0.2049878,0.287407,0.2057866,0.0390681,0.485448,0.4107736,0.1789802,0.486393,0.2119287,0.1793287,0,0,0,0,0,1
122,93,13,12,54935,2,12635.05,10.9139059,-0.4137506,0.0241958,0.2360746,-1.2411691,0.0855948,0.0002927,0.0278656,0.7702504,-0.010011,-0.097676,0.5135345,0.005712,-0.0300311,-0.2930086,1,0,0,0,0,0
122,94,12.8,12,58542,2,15572.172,10.9774997,-0.4292548,0.0241958,0.236074,-1.0321583,0.0921299,0.0002927,0.0278655,0.5326754,-0.0103862,-0.1013359,0.4430589,0.005712,-0.0249739,-0.2436657,0,1,0,0,0,0
122,95,13.3,12,59399,2,16572.321,10.9920327,-0.390936,0.0241958,0.236074,-0.9699099,0.0764155,0.0002927,0.0278655,0.4703626,-0.009459,-0.0922898,0.3791727,0.005712,-0.0234677,-0.2289705,0,0,1,0,0,0
122,96,14,12,65730,2,18075.75,11.0933107,-0.3396427,0.0241958,0.2360746,-0.8830725,0.0576786,0.0002927,0.0278656,0.3899086,-0.0082179,-0.080181,0.2999291,0.005712,-0.0213666,-0.208471,0,0,0,1,0,0
122,97,15,12,70932,2,18938.844,11.169477,-0.2706498,0.0241958,0.2360746,-0.8364288,0.0366257,0.0002927,0.0278656,0.3498065,-0.0065486,-0.0638936,0.2263793,0.005712,-0.020238,-0.1974596,0,0,0,0,1,0
122,98,13,13,71129,2,19275.959,11.1722504,-0.4137506,0.1042385,0.2360736,-0.8187851,0.0855948,0.0054328,0.0278654,0.3352045,-0.0431287,-0.0976756,0.3387729,0.024608,-0.0853489,-0.1932935,0,0,0,0,0,1
123,93,14,7,57026,1,21498.802,10.9512626,-0.3396427,-0.5148007,-0.4570725,-0.7096466,0.0576786,0.1325099,0.1044577,0.2517991,0.1748483,0.1552413,0.2410263,0.2353013,0.3653266,0.32436,1,0,0,0,0,0
123,95,11.7,7,61172,1,22450.124,11.0214448,-0.5191112,-0.5148007,-0.4570725,-0.6663477,0.1347382,0.1325099,0.1044577,0.2220096,0.2672388,0.2372715,0.3459085,0.2353013,0.3430363,0.3045692,0,0,1,0,0,0
123,94,14,7,70946,1,27456.102,11.1696743,-0.3396427,-0.5148007,-0.4570725,-0.4650554,0.0576786,0.1325099,0.1044577,0.1081382,0.1748483,0.1552413,0.1579526,0.2353013,0.2394108,0.212564,0,1,0,0,0,0
123,97,15.1,7,73416,1,27017.088,11.2038972,-0.2640053,-0.5148007,-0.4570725,-0.4811742,0.0348494,0.1325099,0.1044577,0.1157643,0.1359101,0.1206696,0.1270325,0.2353013,0.2477088,0.2199315,0,0,0,0,1,0
123,96,14,7,78353,1,32751.554,11.2689795,-0.3396427,-0.5148007,-0.4570725,-0.2886934,0.0576786,0.1325099,0.1044577,0.0416719,0.1748483,0.1552413,0.0980526,0.2353013,0.1486196,0.1319538,0,0,0,1,0,0
123,98,17.2,7,96899,2,42538.661,11.4814245,-0.1337906,-0.5148007,0.2360746,-0.0272305,0.00895,0.1325099,0.0278656,0.0003707,0.0688755,-0.0315846,0.0036432,-0.1215314,0.0140183,-0.0064284,0,0,0,0,0,1
124,93,10,6.5,35025,2,6409.575,10.4638174,-0.6761149,-0.5889087,0.2360746,-1.9198508,0.2285657,0.1734067,0.0278656,1.8429136,0.3981699,-0.1596136,1.2980398,-0.1390264,1.1306168,-0.4532281,1,0,0,0,0,0
124,94,10,6.5,41786,2,11407.578,10.6403166,-0.6761149,-0.5889087,0.2360746,-1.3433659,0.2285657,0.1734067,0.0278656,0.902316,0.3981699,-0.1596136,0.9082697,-0.1390264,0.7911199,-0.3171346,0,1,0,0,0,0
124,95,10.7,6.5,45207,2,11663.406,10.7190072,-0.6084563,-0.5889087,0.2360738,-1.3211876,0.1851095,0.1734067,0.0278654,0.8727683,0.3583252,-0.1436406,0.8038848,-0.1390259,0.7780588,-0.3118977,0,0,1,0,0,0
124,96,13.3,6.5,48875,2,15982.125,10.7970213,-0.390936,-0.5889087,0.2360755,-1.0061729,0.0764155,0.1734067,0.0278658,0.5061919,0.2302256,-0.0922904,0.3933492,-0.1390269,0.592544,-0.2375327,0,0,0,1,0,0
124,98,11.2,12,54240,1,17844.96,10.9011739,-0.5627862,0.0241958,-0.4570725,-0.8959227,0.1583642,0.0002927,0.1044577,0.4013387,-0.0136171,0.2572341,0.5042129,-0.0110592,-0.0216775,0.4095017,0,0,0,0,0,1
124,97,14.7,7,55195,2,15840.965,10.9186276,-0.2908525,-0.5148007,0.2360746,-1.0150445,0.0422976,0.1325099,0.0278656,0.5151577,0.1497311,-0.0686629,0.2952282,-0.1215314,0.5225456,-0.2396263,0,0,0,0,1,0
125,93,11,9.8,47528,1,10598.744,10.7690743,-0.5808047,-0.1783285,-0.4570725,-1.4169083,0.1686671,0.0159005,0.1044577,1.0038146,0.103574,0.2654699,0.822947,0.0815091,0.2526751,0.6476299,1,0,0,0,0,0
125,94,11.3,9.8,53927,1,18443.034,10.8953866,-0.5538973,-0.1783285,-0.4570725,-0.8629571,0.1534011,0.0159005,0.1044577,0.3723474,0.0987757,0.2531712,0.4779896,0.0815091,0.1538898,0.394434,0,1,0,0,0,0
125,95,12,9.8,60832,1,20987.04,11.0158712,-0.4937933,-0.1783285,-0.4570725,-0.7337387,0.1219159,0.0159005,0.1044577,0.2691862,0.0880574,0.2256994,0.3623153,0.0815091,0.1308465,0.3353718,0,0,1,0,0,0
125,96,12.9,9.8,66477,1,21272.64,11.1046113,-0.4214727,-0.1783285,-0.4570725,-0.7202221,0.0888196,0.0159005,0.1044577,0.2593599,0.0751606,0.1926436,0.3035539,0.0815091,0.1284361,0.3291937,0,0,0,1,0,0
125,97,14.6,10,72090,1,20545.65,11.1856706,-0.2976785,-0.1581258,-0.4570725,-0.7549946,0.0443062,0.0125019,0.1044577,0.2850084,0.0470706,0.1360607,0.2247456,0.072275,0.1193841,0.3450873,0,0,0,0,1,0
125,98,16.3,10,98467,1,29244.699,11.4974767,-0.1875349,-0.1581258,-0.4570725,-0.4019455,0.0175847,0.0125019,0.1044577,0.0807801,0.0296541,0.085717,0.0753788,0.072275,0.0635579,0.1837182,0,0,0,0,0,1
126,93,12,12,52128,1,23718.24,10.8614575,-0.4937933,0.0241958,-0.4570725,-0.6113994,0.1219159,0.0002927,0.1044577,0.1869046,-0.0119477,0.2256994,0.301905,-0.0110592,-0.0147933,0.2794539,1,0,0,0,0,0
126,94,12.8,12,64792,1,30970.576,11.0789374,-0.4292548,0.0241958,-0.4570725,-0.3446062,0.0921299,0.0002927,0.1044577,0.0593767,-0.0103862,0.1962006,0.1479239,-0.0110592,-0.008338,0.15751,0,1,0,0,0,0
126,95,13.2,12,76137,1,29312.745,11.2402896,-0.3984832,0.0241958,-0.4570725,-0.3996214,0.0793944,0.0002927,0.1044577,0.0798486,-0.0096416,0.1821357,0.1592424,-0.0110592,-0.0096692,0.182656,0,0,1,0,0,0
126,96,16,12,83263,1,39050.347,11.3297596,-0.2061113,0.0241958,-0.4570725,-0.112792,0.0212409,0.0002927,0.1044577,0.006361,-0.004987,0.0942078,0.0232477,-0.0110592,-0.0027291,0.0515541,0,0,0,1,0,0
126,97,18.9,13,98574,1,55300.014,11.4985628,-0.0395381,0.1042385,-0.4570725,0.2351294,0.0007816,0.0054328,0.1044577,0.0276429,-0.0041214,0.0180718,-0.0092966,-0.0476446,0.0245095,-0.1074712,0,0,0,0,1,0
126,98,22.8,20,125421,1,77510.178,11.7394314,0.1480605,0.5350214,-0.4570725,0.5727655,0.010961,0.143124,0.1044577,0.1640301,0.0792156,-0.0676744,0.084804,-0.2445436,0.3064418,-0.2617954,0,0,0,0,0,1
127,93,10,6,43047,2,15152.544,10.6700478,-0.6761149,-0.6689514,0.2360758,-1.0594754,0.2285657,0.223748,0.0278659,0.561244,0.452288,-0.1596144,0.7163271,-0.1579232,0.7087375,-0.2501165,1,0,0,0,0,0
127,97,14.8,7,65679,2,20491.848,11.0925345,-0.2840728,-0.5148007,0.2360746,-0.7576167,0.0403487,0.1325099,0.0278656,0.2869915,0.1462409,-0.0670624,0.2152183,-0.1215314,0.3900216,-0.1788541,0,0,0,0,1,0
127,96,14.2,6,67497,2,24366.417,11.1198384,-0.325458,-0.6689514,0.2360746,-0.584438,0.0529615,0.223748,0.0278656,0.1707839,0.2177156,-0.0768324,0.19021,-0.1579225,0.3909606,-0.137971,0,0,0,1,0,0
127,98,14.3,10,67680,2,26665.92,11.122546,-0.3184405,-0.1581258,0.2360756,-0.4942575,0.0507022,0.0125019,0.0278658,0.1221452,0.0503536,-0.075176,0.1573916,-0.0373296,0.0781548,-0.1166821,0,0,0,0,0,1
127,94,14,6,71343,2,27395.712,11.1752545,-0.3396427,-0.6689514,0.2360754,-0.4672573,0.0576786,0.223748,0.0278658,0.1091647,0.2272044,-0.0801813,0.1587005,-0.157923,0.3125724,-0.110308,0,1,0,0,0,0
127,95,14,6,73006,2,26501.178,11.1982969,-0.3396427,-0.6689514,0.2360746,-0.5004546,0.0576786,0.223748,0.0278656,0.1252274,0.2272044,-0.080181,0.1699757,-0.1579225,0.3347798,-0.1181446,0,0,1,0,0,0
128,93,18,14,67443,1,37026.207,11.1190381,-0.0883282,0.1783465,-0.4570725,-0.1660178,0.0039009,0.0159037,0.1044577,0.013781,-0.015753,0.0403724,0.0146641,-0.0815173,-0.0296087,0.0758822,1,0,0,0,0,0
128,96,17.7,14,80398,1,29506.066,11.2947446,-0.1051354,0.1783465,-0.4570725,-0.3930479,0.0055267,0.0159037,0.1044577,0.0772433,-0.0187505,0.0480545,0.0413232,-0.0815173,-0.0700987,0.1796514,0,0,0,1,0,0
128,94,18.1,14,83704,1,31723.816,11.335042,-0.0827881,0.1783465,-0.4570725,-0.3205761,0.0034269,0.0159037,0.1044577,0.0513845,-0.014765,0.0378401,0.0265399,-0.0815173,-0.0571736,0.1465265,0,1,0,0,0,0
128,97,17.8,14,84947,1,36782.051,11.3497828,-0.0995015,0.1783465,-0.4570725,-0.1726338,0.0049503,0.0159037,0.1044577,0.0149012,-0.0177457,0.0454794,0.0171773,-0.0815173,-0.0307886,0.0789062,0,0,0,0,1,0
128,95,17.5,14,87467,1,32975.059,11.3790169,-0.1164991,0.1783465,-0.4570725,-0.2818923,0.006786,0.0159037,0.1044577,0.0397316,-0.0207772,0.0532485,0.0328402,-0.0815173,-0.0502745,0.1288452,0,0,1,0,0,0
128,98,19.5,18,93104,1,40686.448,11.4414724,-0.0082855,0.4296609,-0.4570725,-0.0717487,0.0000343,0.0923042,0.1044577,0.0025739,-0.00356,0.0037871,0.0005945,-0.1963862,-0.0308276,0.0327944,0,0,0,0,0,1
129,93,20,20.8,115234,2,44019.388,11.6547201,0.0170323,0.5742421,0.2360746,0.0069864,0.000145,0.164877,0.0278656,0.0000244,0.0097806,0.0040209,0.000119,0.135564,0.0040119,0.0016493,1,0,0,0,0,0
129,94,20,22,141272,2,59334.24,11.8584424,0.0170323,0.6303316,0.2360743,0.3055427,0.000145,0.198659,0.0278655,0.0466782,0.010736,0.0040209,0.0052041,0.1488051,0.1925932,0.0721308,0,1,0,0,0,0
129,95,23.5,22,168851,2,68722.357,12.0367719,0.1783004,0.6303316,0.2360743,0.4524308,0.0158955,0.198659,0.0278655,0.1023468,0.1123884,0.0420922,0.0806686,0.1488051,0.2851814,0.1068073,0,0,1,0,0,0
129,96,27.1,22,188709,2,83031.96,12.1479614,0.3208337,0.6303316,0.2360746,0.6415818,0.0514671,0.198659,0.0278656,0.2058136,0.2022316,0.0757407,0.2058411,0.1488053,0.4044093,0.1514612,0,0,0,1,0,0
129,97,27.5,22,215881,2,96498.807,12.2824826,0.335486,0.6303316,0.2360746,0.7918868,0.0562754,0.198659,0.0278656,0.3135424,0.2114674,0.0791997,0.265667,0.1488053,0.4991513,0.1869444,0,0,0,0,1,0
129,98,36.4,20,291837,2,134828.694,12.5839507,0.6158688,0.5350214,0.2360746,1.1263612,0.1896472,0.143124,0.0278656,0.6343448,0.329503,0.145391,0.6936907,0.126305,0.6026274,0.2659053,0,0,0,0,0,1
130,94,13.2,8,67512,2,33148.392,11.1200606,-0.3984832,-0.3812693,0.236074,-0.2766496,0.0793944,0.0726832,0.0278655,0.0382675,0.1519294,-0.0940715,0.1102402,-0.0900078,0.105478,-0.0653098,0,1,0,0,0,0
130,93,13,8,70906,2,33467.632,11.1691103,-0.4137506,-0.3812693,0.2360754,-0.267065,0.0855948,0.0726832,0.0278658,0.0356619,0.1577504,-0.0976763,0.1104983,-0.0900083,0.1018237,-0.0630475,1,0,0,0,0,0
