,Company_name,Company_ID,Big3Share,Position,Revenue,Assets,Employees,MarketCap,Exchange,TypeEnt,logMarketCap,logRevenue,logEmployees,logAssets
2303,WEST CORP,US470777362,8.82,5,2280259.0,3612279.0,10630.0,1754283.0,NASDAQ National Market,Industrial company,6.244099654836369,6.357984178527866,4.026533264523297,6.557781286348286
2304,CSG SYSTEMS INTERNATIONAL INC,US470783182,22.54,1,752520.0,862731.0,3277.0,1383041.0,NASDAQ National Market,Industrial company,6.1408350548814195,5.876518046822975,3.5154764413823756,5.935875403563619
2307,"NICOLET BANKSHARES, INC.",US470871001,0.0,109,59092.0,1213813.0,276.0,157275.0,NASDAQ National Market,Bank,5.196659693857044,4.771528689154903,2.4409090820652177,6.084151784495717
2308,BNC BANCORP,US470898685,6.84,1,204250.0,5668183.0,850.0,974411.0,NASDAQ National Market,Bank,5.98874217801082,5.310162065204453,2.929418925714293,6.7534438632069005
2310,LINKEDIN CORPORATION,US470912023,9.26,3,2990911.0,7011199.0,9372.0,15498489.0,New York Stock Exchange (NYSE),Industrial company,7.190289359399348,6.475803490000905,3.971832279924925,6.845792293937647
2313,"TABLEAU SOFTWARE, INC.",US470945740,9.47,4,653587.0,1030711.0,3008.0,2764631.0,New York Stock Exchange (NYSE),Industrial company,6.441637173485897,5.8153034053903125,3.4782778319196046,6.013136910967716
2314,MERCER INTERNATIONAL INC.,US470956945,2.71,8,1033204.0,1182817.0,1469.0,589664.0,NASDAQ National Market,Industrial company,5.77060461416309,6.014186078854904,3.1670217957902564,6.07291755778267
2319,TALEN ENERGY CORPORATION,US471197305,13.22,2,4481000.0,12809000.0,4981.0,1436929.0,New York Stock Exchange (NYSE),Industrial company,6.157435309769582,6.651374943913043,3.697316541732383,7.107515225651465
2321,LIBERTY BROADBAND CORPORATION,US471211994,14.04,2,91182.0,3565741.0,23900.0,1508930.0,NASDAQ National Market,Industrial company,6.17866909310967,4.95990911385232,4.378397900948138,6.552149794712632
2323,METALDYNE PERFORMANCE GROUP INC.,US471420222,2.0700000000000003,5,3047255.0,3157600.0,12000.0,1108526.0,New York Stock Exchange (NYSE),Industrial company,6.044745883760031,6.483908798318203,4.079181246047625,6.499357113387459
2326,"BENEFICIAL BANCORP, INC.",US471569198,14.43,1,147981.0,4830265.0,782.0,1034098.0,NASDAQ National Market,Bank,6.014561698180019,5.17020595779452,2.893206753059848,6.6839709578489535
2327,"J. ALEXANDER'S HOLDINGS, INC.",US471608715,17.580000000000002,1,217914.0,156193.0,3400.0,153207.0,New York Stock Exchange (NYSE),Industrial company,5.185278608585896,5.338285132620887,3.531478917042255,5.193661566484338
2328,KLX INC.,US471639172,21.1,1,1567400.0,3691000.0,2900.0,1738291.0,NASDAQ National Market,Industrial company,6.24012248161512,6.195179842431903,3.462397997898956,6.567144045195657
2329,"ZILLOW GROUP, INC.",US471645716,10.53,5,644677.0,3135700.0,2204.0,1561754.0,NASDAQ National Market,Industrial company,6.193612626944426,5.809342176258468,3.3432115901797474,6.496334505996816
2331,"WALGREENS BOOTS ALLIANCE, INC.,",US471758322,12.86,3,103444000.0,68782000.0,360000.0,84333920.0,NASDAQ National Market,Industrial company,7.926002287624652,8.014705305611127,5.556302500767287,7.83747479981306
2332,"INOVALON HOLDINGS, INC.",US471830316,2.3400000000000003,6,437271.0,1112877.0,3323.0,1251798.0,NASDAQ National Market,Industrial company,6.097534253344728,5.64075067570387,3.521530341278711,6.046447166874535
2335,BAXALTA INCORPORATED,US471869689,14.43,1,6148000.0,12329000.0,17000.0,31121573.0,New York Stock Exchange (NYSE),Industrial company,7.4930615397301,6.788733858827707,4.230448921378274,7.090927852581608
2337,SHAKE SHACK INC.,US471941186,2.17,21,190592.0,379547.0,2215.0,1377692.0,New York Stock Exchange (NYSE),Industrial company,6.139152136547325,5.280104667400044,3.3453737305590883,5.5792655630425125
2338,"COLUMBIA PIPELINE GROUP, INC.",US471982552,18.98,1,1334900.0,10035600.0,1968.0,10222249.0,New York Stock Exchange (NYSE),Industrial company,7.00954645556746,6.125448733060263,3.2940250940953226,7.001543342832415
2339,"SUMMIT MATERIALS, INC.",US471984212,15.41,2,1432297.0,2396179.0,4300.0,1392728.0,New York Stock Exchange (NYSE),Industrial company,6.143866306923931,6.1560330822784275,3.6334684555795866,6.37951925771083
2341,"CSW INDUSTRIALS, INC.",US472266942,3.1,6,261834.0,286521.0,732.0,534713.0,NASDAQ National Market,Industrial company,5.728120742842875,5.418026040433361,2.864511081058392,5.457156458240193
2342,"GANNETT CO., INC.",US472390983,17.33,1,2885012.0,2427799.0,18700.0,1819004.0,New York Stock Exchange (NYSE),Industrial company,6.259833654080536,6.460147623912182,4.271841606536499,6.3852127282004565
2343,"PATRIOT TRANSPORTATION HOLDING, INC.",US472482414,1.83,11,122882.0,59526.0,979.0,66830.0,NASDAQ National Market,Industrial company,4.824971461123694,5.0894882712249965,2.9907826918031377,4.774706700017009
2344,"BABCOCK & WILCOX ENTERPRISES, INC.",US472783641,13.7,1,1757295.0,1663045.0,5700.0,1086980.0,New York Stock Exchange (NYSE),Industrial company,6.036221553313943,6.244844673343881,3.7558748556724915,6.220904000865505
2345,TOPBUILD CORP.,US473096382,21.19,1,1616580.0,1642249.0,8000.0,1398423.0,New York Stock Exchange (NYSE),Industrial company,6.145638558232934,6.208597201492491,3.9030899869919438,6.215439006088821
2346,LUMENTUM HOLDINGS INC.,US473108385,15.62,2,837100.0,512600.0,1550.0,1447627.0,NASDAQ National Market,Industrial company,6.160656674630731,5.922777341928798,3.1903316981702914,5.7097786018482255
2347,"SPX FLOW, INC.",US473110748,17.82,1,2388500.0,3304200.0,8000.0,1230249.0,New York Stock Exchange (NYSE),Industrial company,6.089993020692781,6.378125245619373,3.9030899869919438,6.519066326864926
2349,SEASPINE HOLDINGS CORPORATION,US473251758,11.26,3,133178.0,176389.0,300.0,110929.0,NASDAQ National Market,Industrial company,5.045045097939475,5.124432488590121,2.4771212547196626,5.2464714980959295
2350,EXTERRAN CORPORATION,US473282259,0.0,100,1869943.0,1842359.0,7000.0,445588.0,New York Stock Exchange (NYSE),Industrial company,5.648933486465588,6.2718283684815495,3.845098040014257,6.265374260240648
2352,HEWLETT PACKARD ENTERPRISE COMPANY,US473298624,16.689999999999998,1,52107000.0,81270000.0,240000.0,31344461.0,New York Stock Exchange (NYSE),Industrial company,7.49616080610229,7.7168960698861815,5.380211241711606,7.909930259752831
2353,WESTROCK COMPANY,US473335141,22.87,1,11381300.0,25356800.0,41400.0,10048811.0,New York Stock Exchange (NYSE),Industrial company,7.002114678006535,7.05619187107322,4.617000341120899,7.4040944451864155
2354,MADISON SQUARE GARDEN COMPANY (THE),US473373056,12.61,2,1071551.0,2148942.0,8364.0,3319263.0,New York Stock Exchange (NYSE),Industrial company,6.521041664859211,6.030012845925194,3.9224140241456342,6.332224694030357
2356,WINGSTOP INC.,US473494862,3.15,5,77969.0,121142.0,428.0,799493.0,NASDAQ National Market,Industrial company,5.9028146656123575,4.891921964164667,2.6314437690131722,5.083294739393271
2357,HORIZON GLOBAL CORPORATION,US473574483,11.400000000000002,1,575510.0,331580.0,2700.0,211721.0,New York Stock Exchange (NYSE),Industrial company,5.325763936582485,5.760052874285685,3.4313637641589874,5.520588327211205
2358,"SURGERY PARTNERS, INC.",US473620923,0.0,104,959891.0,2104443.0,5100.0,681392.0,NASDAQ National Market,Industrial company,5.833397030352711,5.982221919720658,3.7075701760979363,6.3231371671376335
2362,GCP APPLIED TECHNOLOGIES INC.,US473936076,11.88,1,1418600.0,833100.0,2900.0,1715052.0,New York Stock Exchange (NYSE),Industrial company,6.234277292291731,6.151859955512512,3.462397997898956,5.92069713446992
2364,"ARMSTRONG FLOORING, INC.",US474303305,0.0,101,1188700.0,863400.0,3700.0,477445.0,New York Stock Exchange (NYSE),Industrial company,5.678923349590435,6.075072262706119,3.568201724066995,5.936212044320249
2365,CSRA INC.,US474310550,22.26,1,4069746.0,2161282.0,14000.0,4036288.0,New York Stock Exchange (NYSE),Industrial company,6.605982146749312,6.609567304989182,4.146128035678238,6.334711436505478
2369,"MANITOWOC FOODSERVICE, INC.",US474625716,5.98,5,1570100.0,1754000.0,5500.0,2237483.0,New York Stock Exchange (NYSE),Industrial company,6.349759744307843,6.195927313597225,3.7403626894942437,6.2440295890300215
2370,QUORUM HEALTH CORPORATION,US474725208,0.0,100,2187338.0,2294856.0,14000.0,388481.0,New York Stock Exchange (NYSE),Industrial company,5.589369782990372,6.339915897894868,4.146128035678238,6.360755439168502
2373,"WESTAR ENERGY, INC.",US480290150,16.67,1,2459164.0,10705666.0,2330.0,7497773.0,New York Stock Exchange (NYSE),Industrial company,6.874932287734007,6.3907874925126205,3.367355921026019,7.02961368995161
2374,"MGP INGREDIENTS, INC.",US480531200,7.729999999999999,4,327604.0,194310.0,293.0,543159.0,NASDAQ National Market,Industrial company,5.734926980076236,5.515349195796935,2.4668676203541096,5.288495151773556
2375,LAYNE CHRISTENSEN CO,US480920712,5.670000000000001,11,683010.0,488657.0,2680.0,173867.0,NASDAQ National Market,Industrial company,5.240217160623192,5.834427062265759,3.428134794028789,5.689004124409084
2376,YRC WORLDWIDE INC.,US480948788,10.72,2,4832400.0,1879400.0,32000.0,310947.0,NASDAQ National Market,Industrial company,5.492686371119857,6.684162875655057,4.505149978319906,6.27401922251933
2377,EPIQ SYSTEMS INC,US481056429,16.35,1,544205.0,823897.0,1300.0,560474.0,NASDAQ National Market,Industrial company,5.748555470778572,5.735762527635643,3.113943352306837,5.915872921493669
2379,"SAIA, INC.",US481229851,15.73,1,1221311.0,729193.0,8700.0,652325.0,NASDAQ National Market,Industrial company,5.81446402294069,6.086826268683265,3.9395192526186187,5.862842490926487
2383,E. I. DU PONT DE NEMOURS AND COMPANY,US510014090,16.75,1,25268000.0,41166000.0,52000.0,58673799.0,New York Stock Exchange (NYSE),Industrial company,7.768444208743388,7.40257086822233,4.7160033436347994,7.614538669710054
2384,"AMERICAN WATER WORKS COMPANY, INC.",US510063696,19.94,1,3159000.0,17241000.0,6700.0,13172199.0,New York Stock Exchange (NYSE),Industrial company,7.119658283226407,6.499549625905149,3.8260748027008264,7.23656245185336
2386,ROLLINS INC,US510068479,7.7,3,1485305.0,848651.0,11268.0,6215408.0,New York Stock Exchange (NYSE),Industrial company,6.793469642443914,6.17181564302432,4.051846838313736,5.928729127304551
2388,"ADVANCED DRAINAGE SYSTEMS, INC.",US510105665,5.9,6,1180073.0,1041699.0,3950.0,1334773.0,New York Stock Exchange (NYSE),Industrial company,6.125407413093927,6.071908873845583,3.59659709562646,6.017742247251936
2390,"ROPER TECHNOLOGIES, INC.",US510263969,18.75,1,3582395.0,10168365.0,10806.0,17406549.0,New York Stock Exchange (NYSE),Industrial company,7.240712676986522,6.554173470084351,4.033664963203177,7.007251127105434
2392,VAIL RESORTS INC,US510291762,14.57,2,1399924.0,2489621.0,5200.0,4728014.0,New York Stock Exchange (NYSE),Industrial company,6.6746787538532635,6.146104459052135,3.716003343634799,6.396133238607175
2393,INTEGRA LIFESCIENCES HOLDINGS CORP,US510317849,14.9,3,882734.0,1774704.0,3500.0,2750104.0,NASDAQ National Market,Industrial company,6.4393491177473825,5.94582985449944,3.5440680443502757,6.2491259281593
2394,MICROSTRATEGY INC,US510323571,15.22,2,529869.0,656894.0,1947.0,1792774.0,NASDAQ National Market,Industrial company,6.253525545145473,5.724168511847295,3.2893659515200318,5.817495295086221
2395,INSYS THERAPEUTICS INC.,US510327886,8.47,4,330797.0,351196.0,510.0,1141882.0,NASDAQ National Market,Industrial company,6.057621227030104,5.519561562279077,2.7075701760979363,5.545549560799496
2396,CONSOL ENERGY INC.,US510337383,25.790000000000006,1,2500981.0,10929902.0,3114.0,3406087.0,New York Stock Exchange (NYSE),Industrial company,6.532255736737968,6.3981103923996345,3.4933186082321015,7.038616267983552
2397,CHEESECAKE FACTORY INCORPORATED,US510340466,18.09,1,2100609.0,1233346.0,37600.0,2429893.0,NASDAQ National Market,Industrial company,6.385587149922309,6.322345221875118,4.575187844927661,6.091084929646135
2398,SHILOH INDUSTRIES INC,US510347683,2.62,6,1109195.0,666589.0,3400.0,99705.0,NASDAQ National Market,Industrial company,4.998716937829822,6.0450079032090125,3.531478917042255,5.8238581426897715
2399,TRIUMPH GROUP INC,US510347963,18.87,1,3888722.0,5956325.0,15153.0,1853784.0,New York Stock Exchange (NYSE),Industrial company,6.26805912944546,6.589806897073553,4.180498623232012,6.774978386503883
2400,TAKE TWO INTERACTIVE SOFTWARE INC,US510350842,20.14,1,1082938.0,2228073.0,2840.0,3291564.0,NASDAQ National Market,Industrial company,6.517402303777672,6.034603593256299,3.4533183400470375,6.347929415845412
2401,DAVITA HEALTHCARE PARTNERS INC.,US510354549,16.78,2,13781837.0,18514875.0,60400.0,15910826.0,New York Stock Exchange (NYSE),Industrial company,7.201692726342392,7.1393071091384455,4.781036938621132,7.267520784330722
2403,SPEEDWAY MOTORSPORTS INC,US510363307,4.13,5,496463.0,1539197.0,1087.0,726866.0,New York Stock Exchange (NYSE),Industrial company,5.861454354704289,5.695886887283363,3.0362295440862948,6.187294208224977
2404,"J2 GLOBAL, INC.",US510371142,18.55,1,720815.0,1783719.0,1608.0,3261935.0,NASDAQ National Market,Industrial company,6.513475302681393,5.85782381563672,3.2062860444124324,6.251326438402491
2405,"AUTOLIV, INC.",US510378542,5.23,8,9169600.0,7525500.0,64100.0,10846045.0,New York Stock Exchange (NYSE),Industrial company,7.035271401981341,6.962350391113675,4.806858029518818,6.876535360083433
2407,"DOVER DOWNS GAMING & ENTERTAINMENT, INC.",US510414140,3.15,8,182946.0,173957.0,1407.0,19595.0,New York Stock Exchange (NYSE),Industrial company,4.292145267814122,5.2623229183488975,3.1482940974347455,5.240441909371086
2408,"PROOFPOINT, INC.",US510414846,14.1,1,265397.0,705616.0,1203.0,2358560.0,NASDAQ National Market,Industrial company,6.372646928848614,5.4238960093693755,3.0802656273398448,5.848568419959546
2410,SYNCHRONY FINANCIAL,US510483352,15.66,1,9747000.0,84135000.0,12000.0,25984960.0,New York Stock Exchange (NYSE),Bank,7.414722052627316,6.9888709660646455,4.079181246047625,7.924976699065198
2411,TRANSDIGM GROUP INCORPORATED,US510484716,13.14,1,2707115.0,8303935.0,8200.0,13561147.0,New York Stock Exchange (NYSE),Industrial company,7.13229642365376,6.432506705273491,3.9138138523837167,6.919283941028009
2416,PACIRA PHARMACEUTICALS INC,US510619477,17.03,1,248997.0,387735.0,487.0,1693340.0,NASDAQ National Market,Industrial company,6.228744167381686,5.396194114600577,2.6875289612146345,5.588535005600443
2417,"TUBEMOGUL, INC.",US510633881,4.510000000000002,11,180696.0,258733.0,577.0,438415.0,NASDAQ National Market,Industrial company,5.6418854047504565,5.256948538852271,2.7611758131557314,5.412851824170341
2418,"ZOE'S KITCHEN, INC.",US510653504,10.43,1,226557.0,197994.0,3779.0,699755.0,New York Stock Exchange (NYSE),Industrial company,5.8449460103388455,5.355177485250177,3.5773768919170146,5.296652029623281
2421,MCCORMICK & CO INC,US520408290,20.41,1,4296300.0,4507800.0,10000.0,11271361.0,New York Stock Exchange (NYSE),Industrial company,7.0519763596222145,6.6330945994595645,4.0,6.6539646392234015
2422,PHH CORP,US520551284,14.19,1,750000.0,,3500.0,755681.0,New York Stock Exchange (NYSE),Bank,5.878338502939107,5.8750612633917,3.5440680443502757,
2425,BARRETT BUSINESS SERVICES INC,US520812977,11.24,2,750000.0,,87500.0,262958.0,NASDAQ National Market,Industrial company,5.4198863879389965,5.8750612633917,4.942008053022313,
2426,GP STRATEGIES CORPORATION,US520845774,7.94,2,490280.0,302350.0,3250.0,388072.0,New York Stock Exchange (NYSE),Industrial company,5.5889123088462425,5.6904441774256656,3.5118833609788744,5.48050997294196
2431,RADIO ONE INC,US521166660,2.54,10,450861.0,1346524.0,1306.0,114790.0,NASDAQ National Market,Industrial company,5.059904055884405,5.654042669954322,3.115943176939055,6.129214098538228
2432,NORFOLK SOUTHERN CORP,US521188014,15.82,1,10511000.0,34260000.0,30456.0,24841977.0,New York Stock Exchange (NYSE),Industrial company,7.395186155354173,7.0216440360874435,4.48367286380631,7.534787358629492
2433,"STARWOOD HOTELS & RESORTS WORLDWIDE, INC.",US521193298,16.15,1,5763000.0,8257000.0,188000.0,12496620.0,New York Stock Exchange (NYSE),Industrial company,7.096792563900315,6.760648619581356,5.27415784926368,6.916822284595912
2434,LEGG MASON INC,US521200960,18.88,1,3000000.0,,3500.0,3628865.0,New York Stock Exchange (NYSE),Bank,6.5597708120017115,6.477121254719663,3.5440680443502757,
2436,CHOICE HOTELS INTERNATIONAL INC,US521209792,6.9300000000000015,11,859878.0,717010.0,1462.0,2582052.0,New York Stock Exchange (NYSE),Industrial company,6.411964984284257,5.934436837655998,3.1649473726218416,5.855525212731306
2441,WABASH NATIONAL CORP,US521375208,21.75,1,2027489.0,949670.0,5300.0,894024.0,New York Stock Exchange (NYSE),Industrial company,5.951349177551691,6.3069585066551985,3.724275869600789,5.977572718892295
2442,FIRST UNITED CORPORATION,US521380770,3.99,3,57125.0,1323456.0,325.0,65730.0,NASDAQ National Market,Bank,4.817763632280368,4.756826213077907,2.5118833609788744,6.121709507197736
2443,SUN BANCORP INC,US521382541,5.83,4,112500.0,,375.0,395910.0,NASDAQ National Market,Bank,5.597596471416188,5.051152522447381,2.574031267727719,
2445,ADVISORY BOARD COMPANY (THE),US521468699,14.24,1,768348.0,1979477.0,3500.0,1325708.0,NASDAQ National Market,Industrial company,6.122447877044853,5.8855579651469245,3.5440680443502757,6.296550459949747
2446,SINCLAIR BROADCAST GROUP INC,US521494660,10.090000000000002,5,2219136.0,5432315.0,8000.0,2167751.0,NASDAQ National Market,Industrial company,6.336009395238812,6.346183918833914,3.9030899869919438,6.734984945144937
2447,"SANDY SPRING BANCORP, INC.",US521532952,11.78,1,188024.0,4655380.0,721.0,697787.0,NASDAQ National Market,Bank,5.84372287413924,5.274213287573893,2.857935264719429,6.6679551364811624
2449,CITIGROUP INC,US521568099,16.169999999999998,1,76619000.0,1731210000.0,231000.0,136709005.0,New York Stock Exchange (NYSE),Bank,8.135797122417157,7.884336479449251,5.363611979892144,9.238349752051866
2451,MOHAWK INDUSTRIES INC,US521604305,16.04,1,8071563.0,9934400.0,34100.0,14643404.0,New York Stock Exchange (NYSE),Industrial company,7.165642044384675,6.906957640861895,4.532754378992498,6.997141642501908
2456,KADANT INC,US521762325,11.89,1,390107.0,415498.0,1800.0,532622.0,New York Stock Exchange (NYSE),Industrial company,5.72641910104636,5.591183743272822,3.255272505103306,5.618568937648278
2463,LOCKHEED MARTIN CORP,US521893632,28.75,1,46132000.0,49128000.0,126000.0,73096124.0,New York Stock Exchange (NYSE),Industrial company,7.863894348639924,7.664002283356049,5.1003705451175625,7.691329084374112
2464,"SHORE BANCSHARES, INC.",US521974638,2.27,11,50810.0,1135143.0,293.0,141748.0,NASDAQ National Market,Bank,5.151516939909978,4.705949194910295,2.4668676203541096,6.05505057536082
2465,STRAYER EDUCATION INC,US521975978,12.95,2,434437.0,248434.0,1464.0,533718.0,NASDAQ National Market,Industrial company,5.727311849925287,5.637926806018027,3.165541076722373,5.395211031930954
2466,UNITED THERAPEUTICS CORP,US521984749,20.880000000000006,1,1465761.0,2184445.0,750.0,5246991.0,NASDAQ National Market,Industrial company,6.7199103192672,6.166063162090248,2.8750612633917,6.339341114508071
2467,"UNDER ARMOUR, INC.",US521990078,15.14,2,3963313.0,2865970.0,14200.0,6939408.0,New York Stock Exchange (NYSE),Industrial company,6.841322422428967,6.59805837180556,4.152288344383057,6.457271640038071
2469,EVERBANK FINANCIAL CORP,US522024090,12.11,1,846361.0,26601026.0,3000.0,1907514.0,New York Stock Exchange (NYSE),Bank,6.280467734097657,5.927555643024021,3.4771212547196626,7.424898387666601
2470,WIDEPOINT CORPORATION,US522040275,2.93,3,70838.0,50858.0,300.0,60410.0,NYSE MKT,Industrial company,4.781108835729467,4.850266291066522,2.4771212547196626,4.706359277466857
2471,MARRIOTT INTERNATIONAL INC,US522055918,13.58,2,14486000.0,6082000.0,127500.0,16858105.0,NASDAQ National Market,Industrial company,7.226808754494119,7.160948480864697,5.105510184769974,6.784046415808113
2472,CEB INC.,US522056410,20.21,1,928434.0,1338552.0,4600.0,2041854.0,New York Stock Exchange (NYSE),Industrial company,6.31002468522336,5.967751036288415,3.662757831681574,6.12663524730061
2473,NATIONAL HEALTHCARE CORP,US522057472,9.41,1,906622.0,1045329.0,13225.0,945321.0,NYSE MKT,Industrial company,5.975579305712151,5.957426253397583,4.121395680707224,6.019252998961116
2474,"EAGLE BANCORP, INC.",US522061461,11.23,1,260570.0,6076649.0,434.0,1705451.0,NASDAQ National Market,Bank,6.23183924603288,5.415924412971164,2.637489729512511,6.783664151311013
2475,NIC INC.,US522077581,18.24,1,292376.0,241237.0,859.0,1286589.0,NASDAQ National Market,Industrial company,6.109439833975803,5.465941720216916,2.9339931638312424,5.382443918988324
2476,MCCLATCHY CO,US522080478,4.51,5,1056574.0,1923034.0,5600.0,58555.0,New York Stock Exchange (NYSE),Industrial company,4.76756398531267,6.023899919434907,3.7481880270062002,6.2839869628041845
2477,"BUILDERS FIRSTSOURCE, INC.",US522084569,8.12,3,3564425.0,2882038.0,14000.0,1297105.0,NASDAQ National Market,Industrial company,6.112975133427846,6.551989481041204,4.146128035678238,6.459699702738038
2478,COSTAR GROUP INC,US522091509,11.36,1,711764.0,2079571.0,2631.0,6721734.0,NASDAQ National Market,Industrial company,6.827481322084969,5.852336018232691,3.420120848085703,6.317973752487359
2482,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,US522126573,3.62,3,232817.0,463601.0,661.0,89654.0,NASDAQ National Market,Industrial company,4.952569670799195,5.367014688764092,2.82020145948564,5.66614436407761
2483,BROADSOFT INC,US522130962,14.04,1,278843.0,592374.0,1247.0,1285208.0,NASDAQ National Market,Industrial company,6.108973420229186,5.44535974655205,3.0958664534785427,5.7725959885657
2485,"NEUSTAR, INC.",US522141938,15.97,1,1049958.0,2202247.0,2125.0,1277369.0,New York Stock Exchange (NYSE),Industrial company,6.10631637221628,6.021171926943217,3.3273589343863303,6.342866027043162
2486,"CITI TRENDS, INC.",US522150697,12.68,1,683791.0,314508.0,5500.0,241201.0,NASDAQ National Market,Industrial company,5.382379104021934,5.8349233803505145,3.7403626894942437,5.4976316968772085
2488,CHEMTURA CORPORATION,US522183153,17.21,1,1745000.0,2360000.0,2500.0,1714768.0,New York Stock Exchange (NYSE),Industrial company,6.234205370363966,6.241795431295198,3.3979400086720375,6.372912002970106
2489,"LIQUIDITY SERVICES, INC.",US522209244,13.96,2,397125.0,288488.0,886.0,212013.0,NASDAQ National Market,Industrial company,5.32636249137766,5.598927227835204,2.9474337218870508,5.460127752874172
2490,WGL HOLDINGS INC,US522210912,26.33,1,2659830.0,5261359.0,1529.0,3286085.0,New York Stock Exchange (NYSE),Industrial company,6.5166787929862995,6.424853880081723,3.1844074854123203,6.721097936163191
2492,COACH INC,US522242751,18.36,1,4191600.0,4666900.0,15800.0,11009975.0,New York Stock Exchange (NYSE),Industrial company,7.0417863328342065,6.622379831685271,4.198657086954423,6.669028495139821
2494,T ROWE PRICE GROUP INC,US522264646,17.95,1,3000000.0,,7500.0,19143908.0,NASDAQ National Market,Bank,7.282030598518652,6.477121254719663,3.8750612633917,
2495,"MONDELEZ INTERNATIONAL, INC.",US522284372,15.489999999999998,1,29636000.0,62843000.0,99000.0,69501276.0,NASDAQ National Market,Industrial company,7.84199277803863,7.471819586110373,4.99563519459755,7.798256909218774
2496,ROCKWELL COLLINS INC,US522314475,18.37,1,5244000.0,7304000.0,19500.0,11588585.0,New York Stock Exchange (NYSE),Industrial company,7.064030410578944,6.719662683018047,4.290034611362518,6.863560764526243
2497,"DELEK US HOLDINGS, INC",US522319066,14.78,1,5762000.0,3324900.0,4584.0,834968.0,New York Stock Exchange (NYSE),Industrial company,5.921669831543811,6.760573253944394,3.6612446089593336,6.521778587954529
2498,"COGENT COMMUNICATIONS HOLDINGS, INC.",US522337274,19.48,1,404234.0,662816.0,836.0,1802822.0,NASDAQ National Market,Industrial company,6.255952849166138,5.606632839093646,2.9222062774390163,5.821392983494796
2500,GRAHAM HOLDINGS COMPANY,US530182885,6.93,3,2586114.0,4352825.0,11500.0,2362391.0,New York Stock Exchange (NYSE),Industrial company,6.373351779428669,6.412647665354774,4.060697840353612,6.638771207230431
2501,DOVER CORP,US530257888,21.6,1,6956311.0,8606076.0,26000.0,10354627.0,New York Stock Exchange (NYSE),Industrial company,7.015134459119438,6.842378990030588,4.414973347970818,6.934805177005064
2503,BASSETT FURNITURE INDUSTRIES INC,US540135270,7.32,3,430927.0,282543.0,2237.0,304775.0,NASDAQ National Market,Industrial company,5.483979339940077,5.634403705932543,3.34966598409663,5.451084552125753
2504,HOOKER FURNITURE CORPORATION,US540251350,4.949999999999998,8,246999.0,181653.0,645.0,284113.0,NASDAQ National Market,Industrial company,5.453491105947844,5.3926951949788515,2.8095597146352675,5.2592425746330145
2505,UNIVERSAL CORP,US540414210,18.04,2,2271801.0,2198473.0,27000.0,1261954.0,New York Stock Exchange (NYSE),Industrial company,6.101043524551327,6.356370286375689,4.431363764158987,6.342121136308686
2506,BOWL AMERICA INC,US540646173,0.0,112,23125.0,32062.0,500.0,53424.0,NYSE MKT,Industrial company,4.727736401710295,4.36408174141107,2.6989700043360187,4.505990609779584
2507,VSE CORP,US540649263,9.06,4,533982.0,622134.0,2057.0,358948.0,NASDAQ National Market,Industrial company,5.5550315378574915,5.727526617641985,3.313234291694724,5.793883936447784
2509,VERSAR INC,US540852979,2.72,11,159877.0,89206.0,556.0,12366.0,NYSE MKT,Industrial company,4.0922292421628566,5.2037859903782255,2.7450747915820575,4.950394066026991
2511,MAXIMUS INC,US541000588,20.53,1,2099821.0,1271558.0,17000.0,3700435.0,New York Stock Exchange (NYSE),Industrial company,6.568252780011638,6.3221822747217296,4.230448921378274,6.104336174582874
2512,AMERICAN WOODMARK CORP,US541138147,17.509999999999998,1,825465.0,398904.0,5070.0,1327768.0,NASDAQ National Market,Industrial company,6.123122197681223,5.916698663753735,3.705007959333336,5.600868391208857
2513,SHENANDOAH TELECOMMUNICATIONS COMPANY,US541162807,13.78,1,342485.0,628740.0,730.0,1525981.0,NASDAQ National Market,Industrial company,6.1835491262489235,5.534641555215644,2.863322860120456,5.798471090740953
2514,AES CORPORATION,US541163725,24.76,1,14963000.0,36470000.0,21000.0,7321502.0,New York Stock Exchange (NYSE),Industrial company,6.86460018534757,7.175018675936629,4.3222192947339195,7.561935763313781
2515,DOMINION RESOURCES INC,US541229715,17.759999999999994,1,11683000.0,58648000.0,14700.0,44127393.0,New York Stock Exchange (NYSE),Industrial company,7.644708270543535,7.067554376693503,4.1673173347481764,7.76825320649803
2519,AMERICAN NATIONAL BANKSHARES INC,US541284688,7.64,1,62500.0,,375.0,233489.0,NASDAQ National Market,Bank,5.368266425151251,4.795880017344075,2.574031267727719,
2521,BRINK'S COMPANY (THE),US541317776,18.79,1,3061400.0,1946700.0,60380.0,1434445.0,New York Stock Exchange (NYSE),Industrial company,6.156683901027869,6.485920077863703,4.780893108687079,6.289299028878417
2522,CACI INTERNATIONAL INC,US541345888,19.45,1,3313452.0,3242030.0,16600.0,2404181.0,New York Stock Exchange (NYSE),Industrial company,6.38096716064441,6.52028068360793,4.220108088040055,6.510817029258386
2524,NVR INC,US541394360,20.83,1,5169562.0,2511718.0,4300.0,6771975.0,New York Stock Exchange (NYSE),Industrial company,6.830715346161338,6.713453748308401,3.6334684555795866,6.399970877931886
