Metropolitan areas	Year	CO2_PC	GDP_PC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	UNEMP_R
Jeonju	2001		17375.41	45.11	38163.02	3.08
Jeonju	2002		18183.6	45.07	39993.88	2.55
Jeonju	2003		18477.74	44.99	40449.54	2.7
Jeonju	2004		19378.76	44.87	42816.22	2.72
Jeonju	2005	4.45	19695.93	44.7	42976.3	2.5
Jeonju	2006		20954.24	44.48	45370.19	2.47
Jeonju	2007		21978.6	44.21	47391.42	2.3
Jeonju	2008	4.17	22717.29	43.9	48777.47	2.19
Jeonju	2009		23984.44	43.53	51628.67	1.89
Jeonju	2010		24521.75	43.11	53336.26	2.19
Jeonju	2011		26296.31	42.64	56395.81	2.25
Jeonju	2012		26252.79	42.12	55326.23	1.98
Jeonju	2013		27240.94	41.55	55790.81	1.96
Jeonju	2014			40.92		2.49
Ulsan	2000	22.27	46611.13	62.4	107842.3	4.15
Ulsan	2001		48390.2	62.26	109232.11	3.42
Ulsan	2002		51772.47	62.06	111370.89	2.47
Ulsan	2003		49609.56	61.8	106541.75	3.19
Ulsan	2004		55615.33	61.47	117006.76	3.59
Ulsan	2005	30.42	55639.89	61.09	116636.26	3.46
Ulsan	2006		57603.52	60.64	121330.71	2.88
Ulsan	2007		61881.07	60.13	126171.53	2.56
Ulsan	2008	33.9	64089.11	59.56	128990.64	3.46
Ulsan	2009		59832.4	58.93	122774.65	4.18
Ulsan	2010		68569.32	58.24	139004.77	3.6
Ulsan	2011		72914.82	57.49	146878.49	2.79
Ulsan	2012		73341.07	56.68	148830.85	2.62
Ulsan	2013		69271.15	55.82	142797.87	2.13
Ulsan	2014			54.9		2.7
Busan	2000	4.06	15019.82	8.51	33704.35	7.09
Busan	2001		16266.15	8.59	35857.47	5.66
Busan	2002		17112.74	8.67	36088.28	3.93
Busan	2003		18131.68	8.74	40090.09	4.07
Busan	2004		18756.03	8.81	41074.09	4.34
Busan	2005	3.94	19384.62	8.87	41845.74	4.33
Busan	2006		20223.11	8.93	43263.48	4.14
Busan	2007		21331.38	8.98	45670.9	3.91
Busan	2008	3.68	22417.76	9.02	48314.41	3.74
Busan	2009		21844.13	9.06	47700.43	4.28
Busan	2010		22318.88	9.09	48390.06	3.57
Busan	2011		23037.84	9.11	49794.99	3.58
Busan	2012		23316.24	9.13	48669.82	3.84
Busan	2013		23938.26	9.13	49427.19	3.82
Busan	2014			9.13		3.79
Changwon	2000	20.4	22171.69	1.55	48498.46	3.48
Changwon	2001		23676.77	1.57	50987.46	3.29
Changwon	2002		25146.89	1.59	53312.29	2.5
Changwon	2003		25882.23	1.61	53303.22	2.52
Changwon	2004		26960.66	1.62	54718.23	2.44
Changwon	2005	25.05	28283.39	1.64	57681.52	2.67
Changwon	2006		29615.25	1.65	60255.28	2.34
Changwon	2007		31411.56	1.67	63637.91	2.4
Changwon	2008	30.15	32947.49	1.68	66150.94	2.17
Changwon	2009		32790.31	1.7	67146.75	3.05
Changwon	2010		32909.85	1.71	67864.03	2.78
Changwon	2011		33206.56	1.73	67576.68	2.19
Changwon	2012		33727.8	1.74	69787.04	1.85
Changwon	2013		33988.2	1.75	70721.01	2.06
Changwon	2014			1.76		2.48
Gwangju	2000	4.74	15452.93	45.89	37418.63	6.39
Gwangju	2001		16302.41	45.85	37956.5	4.98
Gwangju	2002		17446.99	45.75	39037.12	3.74
Gwangju	2003		17472.28	45.59	40007.15	4.49
Gwangju	2004		18017.79	45.36	40725.79	4.16
Gwangju	2005	4.51	19183.33	45.06	42629.55	4.21
Gwangju	2006		20315.51	44.69	45564.88	4.03
Gwangju	2007		21298.72	44.25	47225.81	3.84
Gwangju	2008	4.07	21124.07	43.74	47098.83	3.72
Gwangju	2009		20820.35	43.15	46362.92	3.7
Gwangju	2010		22083.92	42.49	48823.54	3.44
Gwangju	2011		22467.37	41.75	50102.93	3.0
Gwangju	2012		22660.84	40.94	50427.57	2.66
Gwangju	2013		22513.21	40.06	49595.9	2.84
Gwangju	2014			39.11		2.84
Mexico	2000	4.29				2.56
Mexico	2001					2.54
Mexico	2002					2.86
Mexico	2003		13757.96		35703.71	2.96
Mexico	2004		14264.28		36202.51	3.66
Mexico	2005	4.47	14577.39		37195.36	3.51
Mexico	2006		15109.42		37897.25	3.16
Mexico	2007		15332.44		38464.9	3.39
Mexico	2008	4.34	15484.82		38626.54	3.51
Mexico	2009		14265.19		36588.73	5.18
Mexico	2010		14767.42		35600.97	5.16
Mexico	2011		14997.44		36999.11	5.24
Mexico	2012		15481.48		36980.42	4.81
Mexico	2013		15389.43		36960.89	5.01
Mexico	2014					4.89
Mexicali	2000	2.9		11.05		2.39
Mexicali	2001			10.76		1.31
Mexicali	2002			10.48		3.22
Mexicali	2003		18440.17	10.21	44723.36	2.93
Mexicali	2004		18621.76	9.94	44748.73	1.52
Mexicali	2005	3.19	18533.69	9.68	43854.59	1.22
Mexicali	2006		18939.37	9.43	42988.24	1.27
Mexicali	2007		18478.48	9.18	41832.13	1.66
Mexicali	2008	2.92	17700.7	8.94	39019.48	2.8
Mexicali	2009		15998.37	8.7	36993.94	5.82
Mexicali	2010		15305.02	8.48	36397.49	5.34
Mexicali	2011		15043.86	8.25	36189.75	5.57
Mexicali	2012		15237.3	8.04	35834.32	6.26
Mexicali	2013		14835.07	7.83	34700.33	5.34
Mexicali	2014			7.62		5.65
Tijuana	2000	1.17		1.75		2.39
Tijuana	2001			1.69		1.31
Tijuana	2002			1.64		3.22
Tijuana	2003		18440.17	1.58	44723.35	2.93
Tijuana	2004		18621.76	1.53	44748.73	1.52
Tijuana	2005	1.34	18533.69	1.47	43854.65	1.22
Tijuana	2006		18939.37	1.42	42988.27	1.27
Tijuana	2007		18478.48	1.37	41832.18	1.66
Tijuana	2008	1.44	17700.7	1.33	39019.51	2.8
Tijuana	2009		15998.37	1.28	36993.98	5.82
Tijuana	2010		15305.02	1.24	36397.5	5.34
Tijuana	2011		15043.86	1.2	36189.7	5.57
Tijuana	2012		15237.3	1.15	35834.3	6.25
Tijuana	2013		14835.07	1.11	34700.3	5.34
Tijuana	2014			1.08		5.65
Juárez	2000	3.21		0.0		1.66
Juárez	2001			0.0		2.6
Juárez	2002			0.0		4.2
Juárez	2003		13228.0	0.0	34905.13	3.7
Juárez	2004		13506.73	0.0	34724.0	1.79
Juárez	2005	2.65	13833.45	0.0	34338.97	2.07
Juárez	2006		14518.09	0.0	34403.04	2.71
Juárez	2007		14734.71	0.0	34710.13	2.62
Juárez	2008	2.63	14757.34	0.0	35066.47	4.17
Juárez	2009		13459.4	0.0	34570.34	7.24
Juárez	2010		13441.59	0.0	34124.14	6.77
Juárez	2011		13431.19	0.0	36111.05	6.38
Juárez	2012		14255.22	0.0	35666.53	6.57
Juárez	2013		14506.38	0.0	35045.58	5.85
Juárez	2014			0.0		3.18
Hermosillo	2000	1.43		37.91		2.73
Hermosillo	2001			36.95		3.83
Hermosillo	2002			36.0		6.68
Hermosillo	2003		15303.91	35.09	38055.47	5.69
Hermosillo	2004		15700.69	34.19	37812.35	5.39
Hermosillo	2005	2.68	16432.37	33.32	41547.8	3.24
Hermosillo	2006		17747.47	32.47	44341.84	2.95
Hermosillo	2007		17933.92	31.64	47541.37	2.9
Hermosillo	2008	2.47	17649.98	30.84	43809.83	3.98
Hermosillo	2009		16664.62	30.05	43372.36	5.55
Hermosillo	2010		17410.0	29.29	42731.87	6.28
Hermosillo	2011		18491.86	28.54	45248.2	5.72
Hermosillo	2012		19199.58	27.81	43570.27	5.18
Hermosillo	2013		19562.64	27.1	44123.17	5.51
Hermosillo	2014			26.41		4.95
Chihuahua	2000	2.36		2.88		1.66
Chihuahua	2001			2.82		2.6
Chihuahua	2002			2.76		4.2
Chihuahua	2003		13228.0	2.7	34905.26	3.7
Chihuahua	2004		13506.73	2.64	34723.98	1.79
Chihuahua	2005	4.77	13833.45	2.59	34339.02	2.07
Chihuahua	2006		14518.09	2.53	34403.05	2.71
Chihuahua	2007		14734.71	2.48	34710.15	2.62
Chihuahua	2008	4.74	14757.34	2.43	35066.46	4.17
Chihuahua	2009		13459.4	2.38	34570.33	7.24
Chihuahua	2010		13441.59	2.32	34124.16	6.77
Chihuahua	2011		13431.19	2.28	36111.05	6.38
Chihuahua	2012		14255.22	2.23	35666.63	6.57
Chihuahua	2013		14506.38	2.18	35045.48	5.85
Chihuahua	2014			2.13		3.18
Reynosa	2000	2.29		53.04		2.66
Reynosa	2001			51.3		3.1
Reynosa	2002			49.6		3.58
Reynosa	2003		15831.29	47.96	39887.73	3.17
Reynosa	2004		16285.39	46.37	39553.07	4.69
Reynosa	2005	1.55	16682.16	44.82	39858.01	4.04
Reynosa	2006		17023.99	43.33	40482.95	3.91
Reynosa	2007		17129.26	41.88	39927.99	4.09
Reynosa	2008	1.43	17473.73	40.47	40555.83	4.42
Reynosa	2009		15822.8	39.11	38719.41	6.36
Reynosa	2010		15967.28	37.79	38537.86	6.72
Reynosa	2011		15767.76	36.51	37988.21	8.37
Reynosa	2012		15799.52	35.28	36875.79	5.97
Reynosa	2013		15572.12	34.08	37183.18	6.33
Reynosa	2014			32.92		5.2
Monterrey	2000	3.29		60.38		2.92
Monterrey	2001			59.45		2.9
Monterrey	2002			58.47		4.36
Monterrey	2003		23383.89	57.43	56906.37	4.34
Monterrey	2004		24509.04	56.33	58189.47	5.64
Monterrey	2005	4.51	25069.76	55.18	57891.98	4.72
Monterrey	2006		26390.63	53.96	59904.63	4.7
Monterrey	2007		27380.83	52.67	61854.22	4.55
Monterrey	2008	4.42	27042.39	51.31	61253.64	4.26
Monterrey	2009		24477.73	49.89	57569.72	7.19
Monterrey	2010		25484.05	48.39	57076.63	6.68
Monterrey	2011		25692.61	46.82	59644.69	6.06
Monterrey	2012		26087.6	45.17	59709.52	6.27
Monterrey	2013		25327.27	43.45	59615.75	5.69
Monterrey	2014			41.65		5.61
Torreón	2000	1.02		68.91		2.76
Torreón	2001			67.59		2.81
Torreón	2002			66.3		4.04
Torreón	2003		16676.31	65.03	45284.25	3.79
Torreón	2004		16895.96	63.78	44696.24	4.33
Torreón	2005	0.98	16712.71	62.56	44679.61	4.15
Torreón	2006		17038.99	61.35	45144.45	4.45
Torreón	2007		17354.01	60.18	45395.85	4.19
Torreón	2008	0.99	17377.2	59.02	45105.03	4.55
Torreón	2009		15489.78	57.89	42094.97	6.94
Torreón	2010		16709.27	56.77	43096.35	6.74
Torreón	2011		17557.14	55.68	43707.19	6.6
Torreón	2012		18267.85	54.61	44867.33	5.88
Torreón	2013		17917.37	53.56	42747.09	5.57
Torreón	2014			52.53		5.53
Saltillo	2000	0.7		10.14		2.9
Saltillo	2001			9.91		2.74
Saltillo	2002			9.67		4.48
Saltillo	2003		19396.2	9.45	51560.53	4.01
Saltillo	2004		19739.94	9.22	50464.35	4.44
Saltillo	2005	0.7	19494.65	9.01	50725.38	4.64
Saltillo	2006		19955.07	8.8	50886.01	5.03
Saltillo	2007		20268.1	8.59	50985.88	4.89
Saltillo	2008	0.7	20319.93	8.39	50327.54	4.86
Saltillo	2009		17512.98	8.19	46018.71	7.7
Saltillo	2010		19465.82	8.0	48928.25	7.93
Saltillo	2011		20534.63	7.81	49554.05	6.26
Saltillo	2012		21471.18	7.63	50744.2	5.49
Saltillo	2013		20819.45	7.45	48696.25	5.85
Saltillo	2014			7.27		5.25
Culiacán	2000	3.02		758.56		3.46
Culiacán	2001			747.42		3.76
Culiacán	2002			736.44		3.42
Culiacán	2003		11466.68	725.63	27990.87	2.79
Culiacán	2004		12115.8	714.97	28910.44	4.91
Culiacán	2005	2.34	12108.49	704.47	28427.04	3.29
Culiacán	2006		12123.04	694.13	28616.85	2.53
Culiacán	2007		12827.99	683.94	31536.43	3.01
Culiacán	2008	2.25	13349.42	673.89	32960.08	2.67
Culiacán	2009		12792.96	664.0	32244.48	3.94
Culiacán	2010		12928.41	654.25	29741.07	4.53
Culiacán	2011		12622.85	644.64	29834.38	5.25
Culiacán	2012		13298.96	635.17	30200.31	4.14
Culiacán	2013		13417.82	625.84	30296.27	5.05
Culiacán	2014			616.65		5.82
Durango	2000	1.22		262.78		2.52
Durango	2001			258.07		2.93
Durango	2002			253.45		3.28
Durango	2003		12290.98	248.91	34575.59	3.41
Durango	2004		12314.86	244.46	34511.0	4.14
Durango	2005	1.47	12235.8	240.08	34221.69	3.3
Durango	2006		12350.73	235.78	34911.96	3.41
Durango	2007		12673.52	231.56	35420.52	2.92
Durango	2008	1.22	12655.34	227.42	35589.85	3.97
Durango	2009		12246.63	223.35	35213.01	5.58
Durango	2010		12295.01	219.35	33095.46	4.63
Durango	2011		12793.93	215.42	33545.02	7.18
Durango	2012		13148.62	211.57	34454.15	6.57
Durango	2013		13284.37	207.78	32739.88	5.09
Durango	2014			204.06		6.01
Tampico	2000	7.66		494.79		2.63
Tampico	2001			487.89		3.04
Tampico	2002			480.91		3.48
Tampico	2003		15337.7	473.86	39012.48	3.12
Tampico	2004		15810.06	466.73	38698.4	4.54
Tampico	2005	15.38	16176.68	459.52	39103.52	3.93
Tampico	2006		16573.68	452.24	39774.36	3.78
Tampico	2007		16689.53	444.9	39201.16	3.96
Tampico	2008	14.38	17038.13	437.49	39887.71	4.27
Tampico	2009		15473.74	430.02	38112.03	6.12
Tampico	2010		15655.0	422.49	37860.0	6.44
Tampico	2011		15480.17	414.9	37482.78	8.06
Tampico	2012		15564.08	407.27	36440.96	5.8
Tampico	2013		15330.95	399.59	36779.59	6.16
Tampico	2014			391.87		5.1
San Luis Potosí	2000	1.12		38.51		1.6
San Luis Potosí	2001			37.76		1.7
San Luis Potosí	2002			37.02		1.27
San Luis Potosí	2003		10594.7	36.29	27392.07	2.14
San Luis Potosí	2004		11186.2	35.58	29378.11	2.6
San Luis Potosí	2005	1.18	11443.38	34.87	30148.74	2.53
San Luis Potosí	2006		11971.83	34.18	31986.95	2.67
San Luis Potosí	2007		12081.38	33.49	32074.17	2.49
San Luis Potosí	2008	1.24	12326.99	32.82	31614.79	2.71
San Luis Potosí	2009		11750.86	32.15	30945.77	3.63
San Luis Potosí	2010		12304.17	31.5	30960.59	4.21
San Luis Potosí	2011		12722.86	30.86	33085.32	4.01
San Luis Potosí	2012		13331.66	30.22	33784.13	3.14
San Luis Potosí	2013		13178.65	29.59	32770.98	3.78
San Luis Potosí	2014			28.98		3.2
Aguascalientes	2000	1.12		290.7		2.73
Aguascalientes	2001			283.5		2.39
Aguascalientes	2002			276.46		2.77
Aguascalientes	2003		14654.36	269.58	38843.45	3.14
Aguascalientes	2004		14914.19	262.84	40311.95	3.68
Aguascalientes	2005	1.2	14942.6	256.26	40305.16	5.27
Aguascalientes	2006		15628.7	249.82	41940.87	4.31
Aguascalientes	2007		16474.82	243.52	42959.93	3.71
Aguascalientes	2008	1.22	15882.13	237.36	42358.24	4.91
Aguascalientes	2009		15077.91	231.33	41346.4	7.19
Aguascalientes	2010		15497.77	225.44	39074.38	6.41
Aguascalientes	2011		15393.24	219.68	40592.73	6.2
Aguascalientes	2012		15739.52	214.05	39978.98	5.95
Aguascalientes	2013		16131.88	208.54	41108.85	4.73
Aguascalientes	2014			203.16		5.83
Benito Juárez	2000	2.03		318.17		1.2
Benito Juárez	2001			303.58		1.07
Benito Juárez	2002			289.67		1.32
Benito Juárez	2003		20769.66	276.39	48683.17	1.91
Benito Juárez	2004		20681.94	263.73	45630.91	1.95
Benito Juárez	2005	1.64	20553.87	251.64	42789.53	2.51
Benito Juárez	2006		20433.59	240.11	41898.42	2.73
Benito Juárez	2007		21081.69	229.1	41448.04	2.53
Benito Juárez	2008	1.62	20913.8	218.6	40158.44	2.66
Benito Juárez	2009		19228.35	208.58	39341.92	5.29
Benito Juárez	2010		18642.61	199.02	37809.37	5.34
Benito Juárez	2011		18135.41	189.9	37570.81	4.47
Benito Juárez	2012		18577.65	181.2	38670.28	4.05
Benito Juárez	2013		18439.24	172.89	40080.33	4.81
Benito Juárez	2014			164.97		4.54
León	2000	3.97		159.61		2.64
León	2001			155.73		2.33
León	2002			151.95		2.5
León	2003		11455.26	148.26	32530.95	3.65
León	2004		11605.06	144.67	32352.48	4.52
León	2005	3.91	11128.43	141.15	32012.93	4.14
León	2006		11923.98	137.73	32611.05	2.69
León	2007		11588.98	134.38	31753.69	2.78
León	2008	4.13	11893.49	131.12	33149.01	3.94
León	2009		11033.27	127.94	31803.13	5.06
León	2010		11477.71	124.83	29670.7	5.83
León	2011		11868.61	121.8	30649.12	6.01
León	2012		12363.66	118.85	30111.77	5.89
León	2013		12582.51	115.96	31105.1	5.87
León	2014			113.15		4.73
Mérida	2000	4.17		1202.88		1.5
Mérida	2001			1182.03		1.47
Mérida	2002			1161.39		1.78
Mérida	2003		11673.26	1140.96	26945.72	1.65
Mérida	2004		11758.34	1120.74	27338.04	2.68
Mérida	2005	3.8	12279.17	1100.72	28281.05	2.38
Mérida	2006		12499.57	1080.9	28266.91	2.24
Mérida	2007		12721.1	1061.27	28440.83	2.3
Mérida	2008	3.84	12844.18	1041.83	28513.38	2.29
Mérida	2009		12591.58	1022.57	27808.04	2.76
Mérida	2010		12759.48	1003.48	27698.49	2.78
Mérida	2011		12664.83	984.58	27213.13	2.51
Mérida	2012		13025.95	965.84	27685.26	2.34
Mérida	2013		13100.58	947.26	28121.03	3.17
Mérida	2014			928.85		2.35
Guadalajara	2000	2.24		146.83		2.46
Guadalajara	2001			144.69		2.41
Guadalajara	2002			142.47		3.49
Guadalajara	2003		13964.12	140.17	33435.65	3.23
Guadalajara	2004		14043.3	137.79	33168.94	3.67
Guadalajara	2005	2.36	14149.24	135.32	34166.85	2.94
Guadalajara	2006		14490.97	132.76	34960.05	2.81
Guadalajara	2007		14944.47	130.11	35541.19	2.97
Guadalajara	2008	2.42	14879.15	127.37	34611.11	3.05
Guadalajara	2009		13780.13	124.55	33942.35	4.49
Guadalajara	2010		14193.16	121.63	32897.1	4.92
Guadalajara	2011		14386.36	118.62	33724.35	5.67
Guadalajara	2012		14809.52	115.52	34101.54	4.63
Guadalajara	2013		14882.17	112.33	34662.89	4.51
Guadalajara	2014			109.05		5.01
Irapuato	2000	3.95		268.49		2.64
Irapuato	2001			263.27		2.33
Irapuato	2002			258.14		2.5
Irapuato	2003		11455.26	253.11	32530.94	3.65
Irapuato	2004		11605.06	248.18	32352.56	4.52
Irapuato	2005	3.53	11128.43	243.35	32012.97	4.14
Irapuato	2006		11923.98	238.61	32611.01	2.69
Irapuato	2007		11588.98	233.96	31753.7	2.78
Irapuato	2008	3.13	11893.49	229.4	33148.93	3.94
Irapuato	2009		11033.27	224.93	31803.13	5.06
Irapuato	2010		11477.71	220.55	29670.67	5.83
Irapuato	2011		11868.61	216.26	30649.08	6.01
Irapuato	2012		12363.66	212.05	30111.79	5.89
Irapuato	2013		12582.51	207.92	31105.1	5.87
Irapuato	2014			203.87		4.73
Querétaro	2000	2.31		465.44		2.46
Querétaro	2001			451.82		2.26
Querétaro	2002			438.51		2.72
Querétaro	2003		15810.69	425.51	40058.81	3.5
Querétaro	2004		16269.98	412.8	41585.94	4.46
Querétaro	2005	2.11	16863.85	400.4	43762.21	3.88
Querétaro	2006		17395.05	388.28	45277.75	3.31
Querétaro	2007		18000.71	376.45	47070.89	3.27
Querétaro	2008	2.11	18190.21	364.9	47328.39	3.63
Querétaro	2009		17289.65	353.62	48915.38	8.14
Querétaro	2010		17778.5	342.61	45646.04	6.95
Querétaro	2011		18239.77	331.86	47262.01	6.53
Querétaro	2012		18941.26	321.37	49779.22	4.12
Querétaro	2013		19051.0	311.13	53608.53	5.69
Querétaro	2014			301.15		5.93
Celaya	2000	1.36		370.33		2.64
Celaya	2001			362.77		2.33
Celaya	2002			355.37		2.5
Celaya	2003		11455.26	348.12	32530.95	3.65
Celaya	2004		11605.06	341.01	32352.52	4.52
Celaya	2005	1.42	11128.43	334.05	32012.86	4.14
Celaya	2006		11923.98	327.23	32611.14	2.69
Celaya	2007		11588.98	320.54	31753.7	2.78
Celaya	2008	1.47	11893.49	313.99	33149.15	3.94
Celaya	2009		11033.27	307.58	31803.02	5.06
Celaya	2010		11477.71	301.29	29670.58	5.83
Celaya	2011		11868.61	295.13	30649.15	6.01
Celaya	2012		12363.66	289.09	30111.73	5.89
Celaya	2013		12582.51	283.18	31105.08	5.87
Celaya	2014			277.39		4.73
Pachuca de Soto	2000	1.61		343.79		2.12
Pachuca de Soto	2001			335.18		1.46
Pachuca de Soto	2002			326.44		2.3
Pachuca de Soto	2003		9235.33	317.57	23570.59	1.37
Pachuca de Soto	2004		9978.63	308.58	25094.36	2.11
Pachuca de Soto	2005	1.68	9237.99	299.46	24363.17	3.42
Pachuca de Soto	2006		10317.42	290.21	27307.02	3.41
Pachuca de Soto	2007		10124.74	280.85	28348.28	3.72
Pachuca de Soto	2008	1.74	10361.87	271.38	28503.68	2.92
Pachuca de Soto	2009		9341.2	261.82	26902.9	4.98
Pachuca de Soto	2010		10030.86	252.16	25251.24	4.43
Pachuca de Soto	2011		10223.48	242.44	26779.36	4.95
Pachuca de Soto	2012		10894.91	232.66	27518.48	4.65
Pachuca de Soto	2013		10453.9	222.85	26608.39	4.59
Pachuca de Soto	2014			213.04		4.09
Morelia	2000	0.85		252.46		2.62
Morelia	2001			247.53		1.31
Morelia	2002			242.65		1.15
Morelia	2003		8206.49	237.83	22456.92	1.63
Morelia	2004		8383.36	233.06	23326.52	1.85
Morelia	2005	0.86	8446.62	228.34	22938.5	2.64
Morelia	2006		8643.0	223.68	22916.15	2.55
Morelia	2007		9031.29	219.06	24787.01	1.7
Morelia	2008	0.89	9326.21	214.5	25624.72	2.78
Morelia	2009		8665.86	209.98	24533.56	4.08
Morelia	2010		8916.14	205.51	22955.56	4.04
Morelia	2011		9375.37	201.08	22411.38	2.93
Morelia	2012		9421.31	196.7	22671.55	3.13
Morelia	2013		9472.18	192.37	23107.02	4.27
Morelia	2014			188.08		3.21
Mexico City	2000	3.05		31.36		3.64
Mexico City	2001			31.05		3.68
Mexico City	2002			30.73		3.5
Mexico City	2003		19419.05	30.41	47705.23	3.97
Mexico City	2004		19584.47	30.08	46694.41	5.67
Mexico City	2005	3.24	20003.1	29.74	48243.55	5.42
Mexico City	2006		20454.35	29.4	48209.28	4.68
Mexico City	2007		20733.65	29.05	49195.09	5.38
Mexico City	2008	3.42	20684.03	28.69	48460.62	4.94
Mexico City	2009		19840.76	28.32	47595.51	7.01
Mexico City	2010		20215.63	27.95	46682.23	6.81
Mexico City	2011		20335.86	27.57	47464.25	6.24
Mexico City	2012		20750.66	27.18	47312.74	6.14
Mexico City	2013		20960.28	26.78	48208.14	6.38
Mexico City	2014			26.37		6.7
Xalapa	2000	4.12		589.92		2.23
Xalapa	2001			578.64		2.17
Xalapa	2002			567.56		2.08
Xalapa	2003		9320.65	556.68	26824.71	2.45
Xalapa	2004		9984.86	545.99	27025.82	2.53
Xalapa	2005	3.26	9946.52	535.48	28105.66	2.34
Xalapa	2006		10989.27	525.17	29765.52	1.9
Xalapa	2007		11200.39	515.04	29093.01	2.12
Xalapa	2008	3.85	11562.03	505.08	30379.4	2.05
Xalapa	2009		11052.65	495.31	29671.48	2.77
Xalapa	2010		11667.93	485.71	28961.39	2.66
Xalapa	2011		11777.19	476.27	30490.13	3.56
Xalapa	2012		12505.36	467.01	30531.21	3.41
Xalapa	2013		12168.15	457.91	31114.01	3.61
Xalapa	2014			448.98		3.66
Toluca	2000	2.35		290.88		3.32
Toluca	2001			283.04		3.15
Toluca	2002			275.39		3.59
Toluca	2003		9673.54	267.93	25226.29	4.01
Toluca	2004		9702.24	260.65	24058.04	5.16
Toluca	2005	2.42	9906.07	253.56	25410.64	5.47
Toluca	2006		10069.77	246.64	25070.96	4.38
Toluca	2007		10250.86	239.89	25767.03	4.85
Toluca	2008	2.52	10236.12	233.31	25574.96	4.36
Toluca	2009		9806.48	226.89	24690.59	7.1
Toluca	2010		10234.0	220.63	24389.05	6.25
Toluca	2011		10295.96	214.53	24985.67	6.62
Toluca	2012		10526.15	208.58	25252.34	6.02
Toluca	2013		10508.62	202.78	25102.96	5.89
Toluca	2014			197.12		6.58
Veracruz	2000	1.48		670.77		2.23
Veracruz	2001			658.99		2.17
Veracruz	2002			647.33		2.09
Veracruz	2003		9320.65	635.8	26824.46	2.45
Veracruz	2004		9984.86	624.41	27025.77	2.53
Veracruz	2005	1.49	9946.52	613.14	28105.48	2.34
Veracruz	2006		10989.27	601.99	29765.45	1.9
Veracruz	2007		11200.39	590.97	29093.04	2.12
Veracruz	2008	1.56	11562.03	580.08	30379.47	2.05
Veracruz	2009		11052.65	569.31	29671.56	2.77
Veracruz	2010		11667.93	558.67	28961.25	2.66
Veracruz	2011		11777.19	548.15	30489.92	3.56
Veracruz	2012		12505.36	537.76	30531.3	3.41
Veracruz	2013		12168.15	527.48	31114.15	3.61
Veracruz	2014			517.33		3.66
Puebla	2000	2.66		148.18		2.04
Puebla	2001			145.05		2.36
Puebla	2002			141.97		2.41
Puebla	2003		8890.1	138.93	22869.19	1.91
Puebla	2004		8805.65	135.94	21323.44	2.28
Puebla	2005	2.76	9068.5	133.0	23193.78	2.93
Puebla	2006		9222.52	130.1	22629.01	2.75
Puebla	2007		9226.55	127.24	22608.96	2.91
Puebla	2008	2.88	9347.12	124.42	23346.22	3.13
Puebla	2009		8726.73	121.65	22854.53	4.51
Puebla	2010		9023.16	118.92	22367.53	4.08
Puebla	2011		9255.53	116.23	23190.61	5.23
Puebla	2012		9761.74	113.58	23551.8	4.22
Puebla	2013		9614.48	110.97	23332.21	4.15
Puebla	2014			108.4		4.15
Cuernavaca	2000	2.22		229.71		2.28
Cuernavaca	2001			225.47		1.25
Cuernavaca	2002			221.29		1.07
Cuernavaca	2003		11852.36	217.17	31292.12	2.04
Cuernavaca	2004		11550.28	213.1	29719.5	3.19
Cuernavaca	2005	2.39	11622.95	209.1	29228.02	2.77
Cuernavaca	2006		11449.77	205.14	28245.89	2.6
Cuernavaca	2007		11537.22	201.25	28154.8	2.83
Cuernavaca	2008	2.57	10955.92	197.41	26741.08	2.3
Cuernavaca	2009		10499.5	193.62	25758.64	3.19
Cuernavaca	2010		10951.98	189.89	25396.02	4.51
Cuernavaca	2011		11184.56	186.21	26623.66	3.47
Cuernavaca	2012		11583.02	182.59	27274.67	3.14
Cuernavaca	2013		11613.8	179.01	27637.08	3.86
Cuernavaca	2014			175.49		4.12
Centro	2000	5.19		793.32		3.04
Centro	2001			775.46		3.96
Centro	2002			757.97		1.7
Centro	2003		14279.61	740.86	36954.92	1.12
Centro	2004		16227.08	724.11	43614.77	3.06
Centro	2005	4.63	18395.05	707.72	52661.49	2.9
Centro	2006		20103.2	691.67	58409.45	2.75
Centro	2007		21398.76	675.97	60585.01	3.92
Centro	2008	4.56	23957.27	660.6	67289.32	3.92
Centro	2009		20275.68	645.56	58039.75	5.52
Centro	2010		22803.58	630.85	58691.7	7.0
Centro	2011		27193.45	616.45	71483.0	6.33
Centro	2012		27076.63	602.35	72679.53	5.97
Centro	2013		24412.16	588.56	63932.59	6.93
Centro	2014			575.07		6.57
Oaxaca de Juárez	2000	2.98		328.06		0.86
Oaxaca de Juárez	2001			321.75		1.26
Oaxaca de Juárez	2002			315.44		0.73
Oaxaca de Juárez	2003		6590.58	309.12	17359.53	1.28
Oaxaca de Juárez	2004		6872.14	302.79	18628.59	0.84
Oaxaca de Juárez	2005	3.17	6311.92	296.46	16301.61	1.52
Oaxaca de Juárez	2006		7124.23	290.13	19072.28	1.65
Oaxaca de Juárez	2007		6802.71	283.8	17935.05	1.63
Oaxaca de Juárez	2008	3.32	6973.25	277.49	18920.36	2.05
Oaxaca de Juárez	2009		6513.63	271.18	17307.58	2.3
Oaxaca de Juárez	2010		6848.38	264.89	16453.07	2.1
